user_id,vehicle_type,distance,electricity_usage,meals,waste,transport_emission,electricity_emission,food_emission,waste_emission,total_emission
74,train,12.778847900109792,15.429713756823805,meat-based,3.2279504645747354,0.6389423950054897,3.5951233053399467,2.5,3.7121430342609454,10.446208734606381
64,bus,37.35152633281242,13.825358519940698,vegan,4.845752371934417,2.9881221066249934,3.221308535146183,0.5,5.572615227724579,12.282045869495754
77,train,13.514818570802749,8.739227506584154,vegetarian,1.6852966691726379,0.6757409285401375,2.036240009034108,1.5,1.9380911695485334,6.150072107122779
82,bike,10.800239221918924,21.12589388754398,vegetarian,4.2793560393833,0.0,4.922333275797748,1.5,4.9212594452907945,11.343592721088543
59,bus,1.8133451566064709,25.280728475970598,meat-based,2.83171797177767,0.1450676125285177,5.89040973490115,2.5,3.2564756675443203,11.791953014973988
95,bike,26.215536587126188,10.879948439087757,vegetarian,1.82902347534931,0.0,2.5350279863074476,1.5,2.1033769966517064,6.138404982959154
6,train,39.615545115034905,9.191117668573426,meat-based,3.3668118673479808,1.9807772557517453,2.1415304167776084,2.5,3.8718336474501776,10.494141319979532
29,car,22.24793803113584,23.691113260141083,vegan,3.194107588052615,4.672066986538526,5.520029389612873,0.5,3.673223726260507,14.365320102411903
40,train,45.84589941819478,17.428616982019854,meat-based,2.8418568722907267,2.2922949709097393,4.060867756810626,2.5,3.2681354031343353,12.1212981308547
11,bus,35.090521181555545,21.36351272709701,vegetarian,1.8960754688214174,2.8072416945244436,4.977698465413604,1.5,2.18048678914463,11.465426949082676
38,bike,41.77416404185291,19.442673071504494,meat-based,1.746572669048886,0.0,4.530142825660548,2.5,2.008558569406219,9.038701395066767
12,bus,26.469888026527133,16.154100866152824,vegetarian,4.809164290645123,2.1175910421221706,3.7639055018136083,1.5,5.530538934241891,12.91203547817767
92,train,34.50403411101157,26.29245059115123,meat-based,1.6738892656538102,1.7252017055505786,6.1261409877382365,2.5,1.9249726555018816,12.276315348790696
83,bike,32.617602444811126,24.701870198864192,vegetarian,2.587700422277285,0.0,5.755535756335357,1.5,2.9758554856188777,10.231391241954235
47,train,25.786631231537044,21.394640713020127,vegan,2.9334865711149547,1.2893315615768524,4.98495128613369,0.5,3.3735095567821975,10.14779240449274
83,car,7.887104118740175,20.032240233201904,vegan,4.48042692745374,1.6562918649354366,4.667511974336044,0.5,5.152490966571801,11.976294805843281
32,bike,31.729170268405156,20.41740955704018,vegetarian,1.0377795448830263,0.0,4.757256426790362,1.5,1.1934464766154802,7.450702903405842
3,train,26.782773052279857,21.332574500225526,vegan,1.125699049838624,1.339138652613993,4.970489858552548,0.5,1.2945539073144174,8.104182418480958
4,train,9.267810287174864,14.033226348185147,meat-based,2.067427995747755,0.46339051435874323,3.2697417391271397,2.5,2.377542195109918,8.6106744485958
56,car,37.16066290621278,23.407062413917227,vegan,4.526030533693416,7.803739210304683,5.453845542442714,0.5,5.204935113747428,18.962519866494826
16,bike,30.30360764595565,16.05260270026831,vegetarian,4.659331063489856,0.0,3.740256429162516,1.5,5.3582307230133335,10.59848715217585
49,bike,23.208775157935097,20.426333857348197,vegan,3.9892489601484447,0.0,4.75933578876213,0.5,4.587636304170711,9.846972092932841
92,bus,32.76549443385295,23.809359024927257,meat-based,2.9216280225819244,2.621239554708236,5.547580652808051,2.5,3.359872225969213,14.0286924334855
90,bike,25.92337749237787,22.476061271108094,vegan,2.39884220196043,0.0,5.236922276168186,0.5,2.758668532254494,8.49559080842268
13,car,42.57356617519341,6.335525357828732,vegetarian,0.6328116285856416,8.940448896790617,1.4761774083740946,1.5,0.7277333728734877,12.6443596780382
58,bus,42.35940638998403,5.226290595220041,meat-based,4.989005884589007,3.3887525111987227,1.2177257086862696,2.5,5.737356767277357,12.84383498716235
98,bike,17.833156987699002,25.429578729727382,meat-based,3.2543953029919566,0.0,5.92509184402648,2.5,3.7425545984407496,12.167646442467229
73,bus,20.104495949676096,25.10596289916269,vegan,3.0378683683595797,1.6083596759740877,5.849689355504907,0.5,3.4935486236135165,11.451597655092511
64,train,45.078217351778775,12.759175951805016,vegetarian,1.8825939832444056,2.2539108675889388,2.972887996770569,1.5,2.164983080731066,8.891781945090573
54,train,14.837389172009399,13.296971347328853,meat-based,4.133271500236535,0.7418694586004699,3.098194323927623,2.5,4.753262225272015,11.093326007800108
73,car,42.336758779824,22.244673645158244,vegetarian,2.4511273713074866,8.89071934376304,5.183008959321871,1.5,2.8187964770036094,18.39252478008852
39,car,13.03528568212489,23.248915400416973,vegetarian,2.0981727154586927,2.7374099932462266,5.416997288297155,1.5,2.4128986227774964,12.067305904320879
63,car,19.326719394514292,20.34888919946502,meat-based,2.759759476950692,4.058611072848001,4.74129118347535,2.5,3.1737233984932955,14.473625654816647
9,bus,40.250051057574474,23.340623132251384,vegan,4.016602614620135,3.220004084605958,5.438365189814573,0.5,4.619093006813155,13.777462281233685
79,train,15.856609775087243,29.158568071999014,vegetarian,2.859630453911458,0.7928304887543622,6.79394636077577,1.5,3.2885750219981764,12.37535187152831
49,train,15.772400542583217,26.133409450357878,vegetarian,0.9964552952796737,0.7886200271291609,6.089084401933386,1.5,1.1459235895716247,9.523628018634172
3,car,20.417432285423132,24.278971659845364,vegetarian,1.240994779028086,4.287660779938857,5.65700039674397,1.5,1.4271439958822987,12.871805172565127
77,train,11.118574897560086,8.319480623830486,meat-based,4.208867799733081,0.5559287448780043,1.9384389853525035,2.5,4.840197969693043,9.834565699923552
17,bus,27.54313401281759,20.245028199799172,meat-based,3.163374819572582,2.203450721025407,4.717091570553207,2.5,3.637881042508469,13.058423334087085
40,bike,8.191694555701641,21.624589571084194,meat-based,1.0155337185736122,0.0,5.0385293700626175,2.5,1.167863776359654,8.706393146422272
96,bike,22.938744072677416,9.584605044949292,meat-based,3.1059637438106145,0.0,2.2332129754731853,2.5,3.5718583053822064,8.30507128085539
43,train,18.730302556690617,19.847512763577157,vegetarian,4.485142901850574,0.936515127834531,4.624470473913478,1.5,5.15791433712816,12.218899938876168
23,car,7.780651875553824,19.27093173119549,meat-based,2.2721693221969117,1.633936893866303,4.4901270933685495,2.5,2.6129947205264483,11.2370587077613
59,car,12.879022349898497,22.28248417330595,vegetarian,4.94717852784224,2.7045946934786844,5.191818812380286,1.5,5.689255307018576,15.085668812877547
61,bike,46.34202579691046,28.06155093151204,vegan,3.648023249781812,0.0,6.538341367042306,0.5,4.195226737249083,11.23356810429139
39,car,48.99995100211586,15.569960530420003,vegetarian,1.5004119881285818,10.28998971044433,3.627800803587861,1.5,1.7254737863478689,17.14326430038006
48,bike,3.9464778495491637,18.818022336567154,vegan,4.930982935170569,0.0,4.384599204420147,0.5,5.670630375446153,10.5552295798663
12,train,21.35921965809419,13.993908434555564,vegetarian,0.6075833657161096,1.0679609829047096,3.260580665251447,1.5,0.6987208705735259,6.527262518729683
58,train,34.46565743282209,6.954099941465376,meat-based,3.0992662649564062,1.7232828716411046,1.6203052863614327,2.5,3.564156204699867,9.407744362702404
80,bike,47.09055401799053,29.240201605391555,meat-based,0.7549223214715708,0.0,6.812966974056232,2.5,0.8681606696923063,10.181127643748539
41,car,48.37552446112485,20.511775405165224,meat-based,2.3542091869977178,10.158860136836218,4.779243669403497,2.5,2.7073405650473754,20.14544437128709
70,train,22.05002554585663,19.511444580376548,meat-based,4.678386630313976,1.1025012772928315,4.546166587227736,2.5,5.380144624861072,13.52881248938164
86,bus,44.90490825055728,9.021269925107537,vegetarian,4.320967880396845,3.5923926600445824,2.1019558925500563,1.5,4.969113062456371,12.163461615051009
47,bus,6.442728235918388,20.556874020062406,meat-based,2.930077081293703,0.515418258873471,4.7897516466745405,2.5,3.3695886434877584,11.174758549035769
52,bus,1.8374347801343163,8.70449716517224,meat-based,0.7606057075429944,0.14699478241074532,2.028147839485132,2.5,0.8746965636744435,5.549839185570321
27,car,21.814285593694038,18.410563087734854,vegan,4.67790428961746,4.5809999746757475,4.289661199442222,0.5,5.379589933060078,14.750251107178048
38,bike,35.86847749925836,10.995971387823754,vegan,4.735284268535435,0.0,2.562061333362935,0.5,5.44557690881575,8.507638242178684
56,bus,11.722883155817758,22.499492480540702,meat-based,1.4594176474155887,0.9378306524654206,5.242381747965984,2.5,1.6783302945279268,10.35854269495933
75,bike,36.81110433734974,18.247111036623544,vegetarian,1.0301225411598598,0.0,4.251576871533286,1.5,1.1846409223338388,6.936217793867124
95,bus,45.87593323350913,20.60747582835659,vegetarian,3.277765091736924,3.6700746586807305,4.801541868007086,1.5,3.7694298554974623,13.741046382185278
27,car,23.611641488588894,10.348785231554942,vegan,4.790235403035467,4.958444712603668,2.4112669589523015,0.5,5.508770713490787,13.378482385046755
4,train,46.18096238354724,5.823834086335645,meat-based,2.9872183794877243,2.309048119177362,1.3569533421162054,2.5,3.4353011364108825,9.60130259770445
60,bike,39.68273065465629,26.746562105154148,vegetarian,3.1412307983753,0.0,6.231948970500917,1.5,3.6124154181315946,11.344364388632512
27,train,47.43359636970509,6.108044987679757,vegetarian,2.532031410438988,2.3716798184852546,1.4231744821293835,1.5,2.911836122004836,8.206690422619474
100,train,13.210524341928494,14.089269391232694,vegetarian,4.288514987934929,0.6605262170964248,3.282799768157218,1.5,4.931792236125168,10.375118221378811
86,bus,33.49395836067277,24.48964563626154,vegetarian,2.832897333010658,2.6795166688538217,5.706087433248939,1.5,3.2578319329622567,13.143436035065017
57,train,37.28222073256104,24.57607267618703,vegan,3.5013641497713763,1.8641110366280522,5.7262249335515785,0.5,4.026568772237082,12.116904742416713
49,bike,15.691063294183538,13.885152436699824,meat-based,2.8669654194975336,0.0,3.2352405177510595,2.5,3.2970102324221635,9.032250750173223
12,bike,9.05591894197234,25.833298897212284,vegan,3.6091189698774175,0.0,6.019158643050463,0.5,4.15048681535903,10.669645458409493
2,bus,25.439547902144835,28.393273750262317,vegan,4.5282842268925645,2.0351638321715866,6.615632783811121,0.5,5.207526860926449,14.358323476909156
56,car,48.18698060622397,19.16634681487232,vegan,4.114447324928648,10.119265927307033,4.46575880786525,0.5,4.731614423667945,19.81663915884023
27,train,47.906945011730386,17.196440111348686,vegetarian,2.710549214867446,2.395347250586519,4.006770545944244,1.5,3.1171315970975626,11.019249393628327
61,car,36.924396587812154,8.68394639004664,meat-based,2.957100552587606,7.754123283440552,2.023359508880867,2.5,3.4006656354757467,15.678148427797165
58,bus,6.927456312459645,16.390762950792215,vegan,0.8715184571426335,0.5541965049967716,3.8190477675345864,0.5,1.0022462257140285,5.875490498245386
92,train,34.04668250871633,12.80939173967807,meat-based,3.302366334318711,1.7023341254358166,2.9845882753449904,2.5,3.7977212844665176,10.984643685247324
70,bike,40.98471600770716,12.008243621378867,vegetarian,3.6071271498632167,0.0,2.797920763781276,1.5,4.1481962223426985,8.446116986123975
32,bus,31.251113131149523,7.958791986296061,vegan,1.5130405762605856,2.5000890504919617,1.8543985328069825,0.5,1.7399966626996732,6.5944842459986175
1,car,19.13070553891192,8.647706449368098,meat-based,4.605030535046402,4.017448163171503,2.014915602702767,2.5,5.295785115303362,13.828148881177631
22,bus,12.353529702490244,17.890894710245746,meat-based,3.6114998795436475,0.9882823761992195,4.168578467487259,2.5,4.153224861475194,11.810085705161672
14,car,29.71896784022224,18.153756772644364,vegan,0.9288212005142575,6.24098324644667,4.229825328026137,0.5,1.0681443805913962,12.038952955064204
71,car,10.20820363727787,17.066348557927512,meat-based,3.7332140044647155,2.143722763828353,3.9764592139971104,2.5,4.293196105134423,12.913378082959888
68,train,38.856190928313914,16.403931141990103,meat-based,3.869591646206981,1.9428095464156958,3.822115956083694,2.5,4.450030393138028,12.714955895637416
31,bike,48.420605421151635,10.701170984104703,vegetarian,3.2601527786935556,0.0,2.493372839296396,1.5,3.7491756954975886,7.742548534793984
77,bike,38.34678803143322,13.919657591520483,vegan,3.696039307997431,0.0,3.243280218824273,0.5,4.250445204197045,7.993725423021318
66,train,6.086240018550531,20.33362918014963,vegetarian,4.866576943811197,0.3043120009275266,4.737735598974864,1.5,5.596563485382877,12.138611085285268
77,train,7.855908098369779,13.548981554924584,vegan,3.5324027452263405,0.39279540491848897,3.1569127022974284,0.5,4.062263157010292,8.11197126422621
